continentName,countryName,stateName,confirmedCount,curedCount,deadCount,updateTime
Europe,Spain,Spain,136675,40437,13341,2020-04-06 23:21:55
Europe,Italy,Italy,132547,22837,16523,2020-04-06 23:21:55
Europe,Germany,Germany,103374,28700,1810,2020-04-06 23:21:55
Europe,France,France,98010,17250,8911,2020-04-06 23:21:55
North America,US,New York,72181,0,3485,2020-04-06 23:22:15
Asia,Iran,Iran,60500,24236,3739,2020-04-06 23:21:55
Europe,UK,UK,51608,135,5373,2020-04-06 23:21:55
Europe,Turkey,Turkey,30217,1326,649,2020-04-06 23:21:55
Europe,Switzerland,Switzerland,21657,8056,765,2020-04-06 23:21:55
Europe,Belgium,Belgium,20814,3986,1632,2020-04-06 23:21:55
Europe,Netherlands,Netherlands,18803,250,1867,2020-04-06 23:21:55
North America,US,New York,15616,0,162,2020-04-06 23:22:15
North America,US,New York,14294,0,211,2020-04-06 23:22:15
North America,US,New York,14185,0,199,2020-04-06 23:22:15
Europe,Austria,Austria,12297,3463,220,2020-04-06 23:21:55
South America,Brazil,Brazil,12161,127,564,2020-04-06 23:21:55
Europe,Portugal,Portugal,11730,140,311,2020-04-06 23:21:55
Asia,South Korea,South Korea,10284,6598,186,2020-04-06 23:21:55
Asia,Israel,Israel,8904,585,57,2020-04-06 23:21:55
North America,US,Illinois,8728,0,209,2020-04-06 23:22:15
North America,Canada,Quebec,8580,0,121,2020-04-06 23:28:19
North America,US,Michigan,8270,0,346,2020-04-06 23:22:15
Europe,Sweden,Sweden,7206,205,477,2020-04-06 23:21:55
North America,US,New Jersey,6862,0,200,2020-04-06 23:22:15
North America,US,California,6377,0,147,2020-04-06 23:22:15
Europe,Russia,Russia,6343,406,47,2020-04-06 23:21:55
Europe,Norway,Norway,5865,32,76,2020-04-06 23:21:55
North America,US,New York,5703,0,119,2020-04-06 23:22:15
Europe,Ireland,Ireland,5364,25,174,2020-04-06 23:21:55
Europe,Czech Republic,Czech Republic,4822,121,78,2020-04-06 23:21:55
South America,Chile,Chile,4815,728,37,2020-04-06 23:21:55
Asia,India,India,4778,375,136,2020-04-06 23:21:55
Europe,Denmark,Denmark,4681,1378,187,2020-04-06 23:21:55
North America,US,Louisiana,4565,0,171,2020-04-06 23:22:15
North America,US,New Jersey,4493,0,186,2020-04-06 23:22:15
North America,US,Florida,4481,0,37,2020-04-06 23:22:15
Europe,Poland,Poland,4413,162,107,2020-04-06 23:21:55
North America,US,New Jersey,4395,0,92,2020-04-06 23:22:15
North America,Canada,Ontario,4347,0,150,2020-04-06 23:28:19
Europe,Romania,Romania,4057,406,176,2020-04-06 23:21:55
Asia,Malaysia,Malaysia,3793,1241,62,2020-04-06 23:21:55
Asia,Pakistan,Pakistan,3766,259,53,2020-04-06 23:21:55
North America,US,New Jersey,3756,0,53,2020-04-06 23:22:15
South America,Ecuador,Ecuador,3747,100,191,2020-04-06 23:21:55
North America,US,Pennsylvania,3728,0,45,2020-04-06 23:22:15
North America,US,Connecticut,3719,0,101,2020-04-06 23:22:15
North America,US,New Jersey,3685,0,78,2020-04-06 23:22:15
Asia,Philippines,Philippines,3660,73,163,2020-04-06 23:21:55
Asia,Japan,Japan,3654,575,85,2020-04-06 23:21:55
North America,US,New York,3533,0,76,2020-04-06 23:22:15
North America,US,Louisiana,3530,0,121,2020-04-06 23:22:15
North America,US,New Jersey,3521,0,14,2020-04-06 23:22:15
North America,US,Michigan,3380,0,185,2020-04-06 23:22:15
North America,US,Washington,3331,0,222,2020-04-06 23:22:15
North America,US,New Jersey,3263,0,87,2020-04-06 23:22:15
North America,US,Massachusetts,2950,0,47,2020-04-06 23:22:15
North America,US,Massachusetts,2929,0,31,2020-04-06 23:22:15
Europe,Luxembourg,Luxembourg,2843,500,41,2020-04-06 23:21:55
Australia,Australia,New South Wales,2637,4,18,2020-04-06 23:28:35
Asia,Saudi Arabia,Saudi Arabia,2605,551,38,2020-04-06 23:21:55
South America,Peru,Peru,2561,997,92,2020-04-06 23:21:55
North America,US,New Jersey,2545,0,62,2020-04-06 23:22:15
Asia,Indonesia,Indonesia,2491,192,209,2020-04-06 23:21:55
North America,US,New Jersey,2374,0,71,2020-04-06 23:22:15
Asia,Thailand,Thailand,2220,793,26,2020-04-06 23:21:55
Europe,Serbia,Serbia,2200,0,58,2020-04-06 23:21:55
Europe,Finland,Finland,2176,300,27,2020-04-06 23:21:55
North America,US,Michigan,2159,0,100,2020-04-06 23:22:15
North America,Mexico,Mexico,2143,633,94,2020-04-06 23:21:55
Asia,United Arab Emirates,United Arab Emirates,2076,167,11,2020-04-06 23:21:55
North America,US,Florida,2067,0,46,2020-04-06 23:22:15
North America,Panama,Panama,1988,13,54,2020-04-06 23:21:55
North America,US,Indiana,1956,0,37,2020-04-06 23:22:15
North America,US,New Jersey,1956,0,60,2020-04-06 23:22:15
Asia,Qatar,Qatar,1832,131,4,2020-04-06 23:21:55
North America,Dominican Republic,Dominican Republic,1828,33,86,2020-04-06 23:21:55
North America,US,Texas,1809,0,22,2020-04-06 23:22:15
Europe,Greece,Greece,1755,269,79,2020-04-06 23:21:55
Africa,South Africa,South Africa,1686,95,12,2020-04-06 23:21:55
North America,US,Massachusetts,1653,0,29,2020-04-06 23:22:15
North America,US,Nevada,1608,0,41,2020-04-06 23:22:15
North America,US,Washington,1603,0,58,2020-04-06 23:22:15
South America,Colombia,Colombia,1579,88,46,2020-04-06 23:21:55
Europe,Iceland,Iceland,1562,460,6,2020-04-06 23:21:55
South America,Argentina,Argentina,1554,325,48,2020-04-06 23:21:55
North America,US,Connecticut,1468,0,41,2020-04-06 23:22:15
North America,US,Arizona,1433,0,31,2020-04-06 23:22:15
Africa,Algeria,Algeria,1423,90,173,2020-04-06 23:21:55
North America,US,Massachusetts,1382,0,29,2020-04-06 23:22:15
Asia,Singapore,Singapore,1375,344,6,2020-04-06 23:21:55
North America,US,California,1326,0,19,2020-04-06 23:22:15
Africa,Egypt,Egypt,1322,259,85,2020-04-06 23:21:55
Europe,Ukraine,Ukraine,1319,28,38,2020-04-06 23:21:55
North America,Canada,British Columbia,1266,0,38,2020-04-06 23:28:19
North America,US,Wisconsin,1256,0,40,2020-04-06 23:22:15
North America,Canada,Alberta,1250,0,23,2020-04-06 23:28:19
North America,US,Pennsylvania,1230,0,18,2020-04-06 23:22:15
Europe,Croatia,Croatia,1222,130,16,2020-04-06 23:21:55
North America,US,California,1207,0,39,2020-04-06 23:22:15
North America,US,New York,1189,0,9,2020-04-06 23:22:15
Australia,Australia,Victoria,1158,620,10,2020-04-06 23:28:35
North America,US,Texas,1155,0,18,2020-04-06 23:22:15
North America,US,New York,1148,0,30,2020-04-06 23:22:15
Africa,Morocco,Morocco,1120,81,80,2020-04-06 23:21:55
Europe,Estonia,Estonia,1108,62,19,2020-04-06 23:21:55
Australia,New Zealand,New Zealand,1106,176,1,2020-04-06 23:21:55
North America,US,District of Columbia,1097,0,24,2020-04-06 23:22:15
North America,US,Massachusetts,1077,0,18,2020-04-06 23:22:15
North America,US,Florida,1069,0,49,2020-04-06 23:22:15
North America,US,Massachusetts,1067,0,15,2020-04-06 23:22:15
North America,US,Missouri,1033,0,13,2020-04-06 23:22:15
Asia,Iraq,Iraq,1031,344,64,2020-04-06 23:21:55
North America,US,Georgia,1027,0,28,2020-04-06 23:22:15
Europe,Slovenia,Slovenia,1021,102,30,2020-04-06 23:21:55
North America,US,Pennsylvania,1006,0,8,2020-04-06 23:22:15
Europe,Moldova,Moldova,965,37,19,2020-04-06 23:21:55
North America,US,California,946,0,25,2020-04-06 23:22:15
Australia,Australia,Queensland,921,173,4,2020-04-06 23:28:35
North America,US,Maryland,916,0,23,2020-04-06 23:22:15
North America,US,New Jersey,902,0,31,2020-04-06 23:22:15
North America,US,Massachusetts,889,0,38,2020-04-06 23:22:15
North America,US,California,882,0,14,2020-04-06 23:22:15
North America,US,Connecticut,882,0,31,2020-04-06 23:22:15
North America,US,Ohio,871,0,15,2020-04-06 23:22:15
North America,US,Pennsylvania,849,0,5,2020-04-06 23:22:15
North America,US,Colorado,847,0,15,2020-04-06 23:22:15
Europe,Lithuania,Lithuania,843,8,15,2020-04-06 23:21:55
Asia,Armenia,Armenia,833,62,8,2020-04-06 23:21:55
North America,US,Pennsylvania,822,0,15,2020-04-06 23:22:15
North America,US,Tennessee,819,0,7,2020-04-06 23:22:15
North America,US,Louisiana,816,0,25,2020-04-06 23:22:15
North America,US,Illinois,815,0,15,2020-04-06 23:22:15
North America,US,Maryland,793,0,19,2020-04-06 23:22:15
North America,US,Utah,777,0,7,2020-04-06 23:22:15
North America,US,Tennessee,766,0,13,2020-04-06 23:22:15
Asia,Bahrain,Bahrain,756,458,4,2020-04-06 23:21:55
North America,US,Florida,744,0,8,2020-04-06 23:22:15
Europe,Hungary,Hungary,744,67,38,2020-04-06 23:21:55
North America,US,North Carolina,741,0,7,2020-04-06 23:22:15
North America,US,New Jersey,740,0,19,2020-04-06 23:22:15
North America,US,Massachusetts,722,0,8,2020-04-06 23:22:15
North America,US,Washington,717,0,12,2020-04-06 23:22:15
North America,US,Georgia,716,0,31,2020-04-06 23:22:15
North America,US,Pennsylvania,716,0,12,2020-04-06 23:22:15
North America,US,Illinois,715,0,22,2020-04-06 23:22:15
Asia,Diamond Princess cruise ship,Diamond Princess cruise ship,712,619,11,2020-04-06 23:21:55
North America,US,Louisiana,711,0,21,2020-04-06 23:22:15
Europe,Belarus,Belarus,700,53,13,2020-04-06 23:21:55
North America,US,Illinois,697,0,19,2020-04-06 23:22:15
Europe,Bosnia and Herzegovina,Bosnia and Herzegovina,674,47,29,2020-04-06 23:21:55
Asia,Kuwait,Kuwait,665,103,1,2020-04-06 23:21:55
Asia,Kazakhstan,Kazakhstan,662,46,6,2020-04-06 23:21:55
Africa,Cameroon,Cameroon,658,17,9,2020-04-06 23:21:55
North America,US,Colorado,652,0,15,2020-04-06 23:22:15
North America,US,Maryland,648,0,11,2020-04-06 23:22:15
North America,US,Washington,648,0,0,2020-04-06 23:22:15
North America,US,New Jersey,646,0,11,2020-04-06 23:22:15
North America,US,New Jersey,645,0,8,2020-04-06 23:22:15
North America,US,Ohio,644,0,9,2020-04-06 23:22:15
North America,US,Pennsylvania,642,0,4,2020-04-06 23:22:15
Asia,Azerbaijan,Azerbaijan,641,44,7,2020-04-06 23:21:55
North America,US,Louisiana,637,0,17,2020-04-06 23:22:15
North America,US,Pennsylvania,634,0,17,2020-04-06 23:22:15
Africa,Tunisia,Tunisia,596,5,22,2020-04-06 23:21:55
North America,US,California,588,0,13,2020-04-06 23:22:15
North America,US,California,583,0,9,2020-04-06 23:22:15
North America,US,Georgia,579,0,10,2020-04-06 23:22:15
North America,US,California,579,0,13,2020-04-06 23:22:15
North America,US,New York,574,0,26,2020-04-06 23:22:15
North America,US,Pennsylvania,572,0,11,2020-04-06 23:22:15
North America,US,Florida,571,0,5,2020-04-06 23:22:15
Europe,North Macedonia,North Macedonia,570,30,23,2020-04-06 23:21:55
North America,US,Michigan,568,0,26,2020-04-06 23:22:15
Europe,Bulgaria,Bulgaria,549,39,22,2020-04-06 23:21:55
Europe,Latvia,Latvia,542,16,1,2020-04-06 23:21:55
Asia,Lebanon,Lebanon,541,60,19,2020-04-06 23:21:55
North America,US,Colorado,540,0,18,2020-04-06 23:22:15
North America,US,Michigan,539,0,10,2020-04-06 23:22:15
North America,US,Rhode Island,538,0,3,2020-04-06 23:22:15
Europe,Slovakia,Slovakia,534,8,2,2020-04-06 23:21:55
Europe,Andorra,Andorra,525,31,21,2020-04-06 23:21:55
North America,US,Georgia,515,0,25,2020-04-06 23:22:15
North America,US,Puerto Rico,513,0,21,2020-04-06 23:22:15
North America,US,Colorado,504,0,26,2020-04-06 23:22:15
North America,US,Texas,502,0,6,2020-04-06 23:22:15
North America,US,Delaware,496,0,9,2020-04-06 23:22:15
North America,US,Virginia,488,0,2,2020-04-06 23:22:15
North America,US,Florida,475,0,9,2020-04-06 23:22:15
North America,Costa Rica,Costa Rica,467,18,2,2020-04-06 23:21:55
Europe,Cyprus,Cyprus,465,45,9,2020-04-06 23:21:55
North America,US,California,462,0,18,2020-04-06 23:22:15
Australia,Australia,Western Australia,460,162,4,2020-04-06 23:28:35
Asia,Uzbekistan,Uzbekistan,457,30,2,2020-04-06 23:21:55
North America,US,Texas,452,0,13,2020-04-06 23:22:15
North America,US,Georgia,443,0,10,2020-04-06 23:22:15
North America,US,Colorado,441,0,28,2020-04-06 23:22:15
North America,US,Maryland,435,0,8,2020-04-06 23:22:15
North America,US,Alabama,423,0,10,2020-04-06 23:22:15
North America,US,California,417,0,7,2020-04-06 23:22:15
North America,US,Arizona,415,0,13,2020-04-06 23:22:15
Australia,Australia,South Australia,411,53,0,2020-04-06 23:28:35
North America,US,Texas,410,0,12,2020-04-06 23:22:15
North America,US,Idaho,410,0,2,2020-04-06 23:22:15
North America,US,Pennsylvania,408,0,11,2020-04-06 23:22:15
South America,Uruguay,Uruguay,406,104,6,2020-04-06 23:21:55
North America,US,Idaho,402,0,3,2020-04-06 23:22:15
North America,US,Florida,397,0,12,2020-04-06 23:22:15
North America,US,Ohio,394,0,9,2020-04-06 23:22:15
North America,US,Massachusetts,383,0,7,2020-04-06 23:22:15
North America,US,New York,382,0,4,2020-04-06 23:22:15
Europe,Albania,Albania,377,116,21,2020-04-06 23:21:55
North America,US,New York,377,0,5,2020-04-06 23:22:15
North America,US,California,373,0,13,2020-04-06 23:22:15
North America,US,Michigan,371,0,1,2020-04-06 23:22:15
North America,US,Indiana,369,0,8,2020-04-06 23:22:15
Asia,Afghanistan,Afghanistan,367,18,11,2020-04-06 23:21:55
North America,US,Colorado,367,0,12,2020-04-06 23:22:15
North America,US,Louisiana,366,0,24,2020-04-06 23:22:15
Africa,Burkina Faso,Burkina Faso,364,108,18,2020-04-06 23:21:55
North America,US,Washington,363,0,12,2020-04-06 23:22:15
North America,US,Florida,362,0,8,2020-04-06 23:22:15
North America,US,Arizona,359,0,1,2020-04-06 23:22:15
North America,US,Missouri,358,0,4,2020-04-06 23:22:15
North America,US,Colorado,355,0,5,2020-04-06 23:22:15
North America,Cuba,Cuba,350,18,9,2020-04-06 23:21:55
Asia,Jordan,Jordan,349,126,6,2020-04-06 23:21:55
North America,US,Louisiana,347,0,11,2020-04-06 23:22:15
North America,US,New York,345,0,7,2020-04-06 23:22:15
North America,US,Maryland,343,0,8,2020-04-06 23:22:15
North America,US,Texas,337,0,7,2020-04-06 23:22:15
North America,US,Indiana,335,0,5,2020-04-06 23:22:15
North America,US,Tennessee,335,0,15,2020-04-06 23:22:15
North America,US,Rhode Island,332,0,24,2020-04-06 23:22:15
Asia,Oman,Oman,331,61,2,2020-04-06 23:21:55
North America,US,Pennsylvania,326,0,3,2020-04-06 23:22:15
Africa,Cote d'Ivoire,Cote d'Ivoire,323,41,3,2020-04-06 23:21:55
Europe,UK,Channel Islands,323,27,7,2020-04-06 23:21:55
North America,US,Ohio,321,0,12,2020-04-06 23:22:15
North America,US,Georgia,320,0,5,2020-04-06 23:22:15
North America,US,New York,319,0,8,2020-04-06 23:22:15
North America,US,Texas,318,0,6,2020-04-06 23:22:15
North America,US,North Carolina,314,0,0,2020-04-06 23:22:15
North America,US,South Carolina,311,0,7,2020-04-06 23:22:15
North America,US,Pennsylvania,307,0,3,2020-04-06 23:22:15
North America,US,Texas,306,0,4,2020-04-06 23:22:15
North America,US,Louisiana,305,0,7,2020-04-06 23:22:15
North America,US,Kentucky,304,0,17,2020-04-06 23:22:15
North America,US,South Carolina,300,0,1,2020-04-06 23:22:15
North America,Honduras,Honduras,298,6,22,2020-04-06 23:21:55
North America,Canada,Nova Scotia,293,0,0,2020-04-06 23:28:19
North America,US,New Jersey,292,0,11,2020-04-06 23:22:15
North America,US,Hawaii,292,0,4,2020-04-06 23:22:15
North America,US,Tennessee,290,0,1,2020-04-06 23:22:15
North America,US,Wisconsin,287,0,9,2020-04-06 23:22:15
North America,US,Vermont,285,0,4,2020-04-06 23:22:15
North America,US,Louisiana,285,0,15,2020-04-06 23:22:15
North America,US,Minnesota,280,0,14,2020-04-06 23:22:15
North America,US,Oklahoma,279,0,11,2020-04-06 23:22:15
North America,US,New Jersey,279,0,3,2020-04-06 23:22:15
North America,US,Colorado,276,0,0,2020-04-06 23:22:15
North America,US,Ohio,272,0,17,2020-04-06 23:22:15
North America,US,New Hampshire,272,0,2,2020-04-06 23:22:15
North America,US,Massachusetts,268,0,11,2020-04-06 23:22:15
North America,US,Louisiana,267,0,8,2020-04-06 23:22:15
Europe,San Marino,San Marino,266,35,32,2020-04-06 23:21:55
North America,US,Nevada,264,0,4,2020-04-06 23:22:15
North America,US,Connecticut,264,0,0,2020-04-06 23:22:15
North America,US,New Mexico,262,0,7,2020-04-06 23:22:15
North America,US,Utah,260,0,0,2020-04-06 23:22:15
North America,US,Tennessee,260,0,2,2020-04-06 23:22:15
North America,US,Louisiana,260,0,6,2020-04-06 23:22:15
North America,US,Oregon,259,0,4,2020-04-06 23:22:15
North America,US,Arizona,257,0,10,2020-04-06 23:22:15
North America,US,Texas,256,0,1,2020-04-06 23:22:15
Asia,West Bank and Gaza,West Bank and Gaza,254,24,1,2020-04-06 23:21:55
North America,US,New York,253,0,6,2020-04-06 23:22:15
Africa,Niger,Niger,253,26,10,2020-04-06 23:21:55
North America,US,Maine,249,0,5,2020-04-06 23:22:15
North America,Canada,Saskatchewan,249,0,3,2020-04-06 23:28:19
North America,US,Oklahoma,249,0,8,2020-04-06 23:22:15
North America,US,Florida,246,0,2,2020-04-06 23:22:15
North America,US,New Hampshire,246,0,1,2020-04-06 23:22:15
North America,US,Massachusetts,246,0,10,2020-04-06 23:22:15
Asia,Vietnam,Vietnam,245,95,0,2020-04-06 23:21:55
North America,US,Georgia,244,0,9,2020-04-06 23:22:15
Africa,Mauritius,Mauritius,244,7,7,2020-04-06 23:21:55
Europe,Malta,Malta,241,5,0,2020-04-06 23:21:55
North America,US,California,239,0,2,2020-04-06 23:22:15
North America,US,Florida,239,0,4,2020-04-06 23:22:15
Africa,Nigeria,Nigeria,238,35,5,2020-04-06 23:21:55
North America,US,Illinois,234,0,15,2020-04-06 23:22:15
Europe,Montenegro,Montenegro,233,1,2,2020-04-06 23:21:55
North America,US,Oregon,233,0,7,2020-04-06 23:22:15
North America,US,Louisiana,230,0,1,2020-04-06 23:22:15
North America,US,Connecticut,230,0,8,2020-04-06 23:22:15
North America,US,Washington,228,0,19,2020-04-06 23:22:15
North America,US,Colorado,227,0,3,2020-04-06 23:22:15
Africa,Senegal,Senegal,226,92,2,2020-04-06 23:21:55
North America,Canada,Newfoundland and Labrador,226,0,1,2020-04-06 23:28:19
North America,US,Utah,223,0,2,2020-04-06 23:22:15
North America,US,Washington,222,0,12,2020-04-06 23:22:15
North America,US,California,221,0,6,2020-04-06 23:22:15
Asia,Kyrgyzstan,Kyrgyzstan,216,33,4,2020-04-06 23:21:55
North America,US,New Jersey,215,0,7,2020-04-06 23:22:15
Africa,Ghana,Ghana,214,31,5,2020-04-06 23:21:55
North America,US,Maryland,214,0,3,2020-04-06 23:22:15
North America,US,Kansas,212,0,9,2020-04-06 23:22:15
North America,US,Missouri,212,0,0,2020-04-06 23:22:15
North America,US,New Jersey,211,0,2,2020-04-06 23:22:15
North America,US,Virginia,207,0,2,2020-04-06 23:22:15
North America,US,California,206,0,11,2020-04-06 23:22:15
North America,US,South Carolina,204,0,2,2020-04-06 23:22:15
North America,US,Virginia,203,0,2,2020-04-06 23:22:15
North America,Canada,Manitoba,203,0,2,2020-04-06 23:28:19
North America,US,Oregon,198,0,5,2020-04-06 23:22:15
North America,US,Indiana,196,0,4,2020-04-06 23:22:15
North America,US,Indiana,195,0,6,2020-04-06 23:22:15
North America,US,Florida,194,0,1,2020-04-06 23:22:15
North America,US,Virginia,193,0,1,2020-04-06 23:22:15
North America,US,North Carolina,191,0,1,2020-04-06 23:22:15
North America,US,Pennsylvania,190,0,7,2020-04-06 23:22:15
North America,US,Ohio,189,0,10,2020-04-06 23:22:15
North America,US,Colorado,189,0,3,2020-04-06 23:22:15
North America,US,Pennsylvania,189,0,1,2020-04-06 23:22:15
Asia,Georgia,Georgia,188,39,2,2020-04-06 23:21:55
North America,US,Missouri,188,0,5,2020-04-06 23:22:15
North America,US,Virginia,188,0,1,2020-04-06 23:22:15
North America,US,Louisiana,186,0,2,2020-04-06 23:22:15
North America,US,Kansas,186,0,6,2020-04-06 23:22:15
South America,Bolivia,Bolivia,183,2,11,2020-04-06 23:21:55
North America,US,Louisiana,182,0,7,2020-04-06 23:22:15
North America,US,Texas,180,0,6,2020-04-06 23:22:15
North America,US,Oklahoma,180,0,11,2020-04-06 23:22:15
North America,US,Georgia,179,0,7,2020-04-06 23:22:15
Asia,Sri Lanka,Sri Lanka,178,38,5,2020-04-06 23:21:55
North America,US,Virginia,178,0,1,2020-04-06 23:22:15
North America,US,Georgia,178,0,3,2020-04-06 23:22:15
North America,US,Michigan,178,0,1,2020-04-06 23:22:15
North America,US,Michigan,177,0,5,2020-04-06 23:22:15
North America,US,Florida,176,0,4,2020-04-06 23:22:15
North America,US,Iowa,176,0,7,2020-04-06 23:22:15
North America,US,Washington,175,0,17,2020-04-06 23:22:15
North America,US,California,174,0,2,2020-04-06 23:22:15
North America,US,Washington,168,0,11,2020-04-06 23:22:15
North America,US,Texas,167,0,1,2020-04-06 23:22:15
North America,US,Louisiana,167,0,6,2020-04-06 23:22:15
South America,Venezuela,Venezuela,165,65,7,2020-04-06 23:21:55
North America,US,South Carolina,163,0,4,2020-04-06 23:22:15
North America,US,Georgia,163,0,2,2020-04-06 23:22:15
North America,US,Tennessee,161,0,3,2020-04-06 23:22:15
North America,US,Arkansas,161,0,2,2020-04-06 23:22:15
North America,US,Texas,161,0,3,2020-04-06 23:22:15
Africa,Democratic Republic of the Congo,Democratic Republic of the Congo,161,5,18,2020-04-06 23:21:55
North America,US,Washington,161,0,4,2020-04-06 23:22:15
North America,US,Wisconsin,160,0,4,2020-04-06 23:22:15
North America,US,Nebraska,159,0,4,2020-04-06 23:22:15
North America,US,Louisiana,159,0,3,2020-04-06 23:22:15
North America,US,Delaware,159,0,3,2020-04-06 23:22:15
Africa,Kenya,Kenya,158,4,6,2020-04-06 23:21:55
North America,US,Colorado,158,0,8,2020-04-06 23:22:15
North America,US,Mississippi,158,0,0,2020-04-06 23:22:15
North America,US,Pennsylvania,157,0,0,2020-04-06 23:22:15
North America,US,Missouri,155,0,4,2020-04-06 23:22:15
North America,US,Utah,154,0,2,2020-04-06 23:22:15
North America,US,New York,153,0,4,2020-04-06 23:22:15
North America,US,South Carolina,152,0,2,2020-04-06 23:22:15
North America,US,Florida,151,0,7,2020-04-06 23:22:15
North America,US,Florida,151,0,2,2020-04-06 23:22:15
North America,US,Maryland,150,0,10,2020-04-06 23:22:15
North America,US,Alabama,147,0,5,2020-04-06 23:22:15
North America,US,Massachusetts,147,0,3,2020-04-06 23:22:15
North America,US,Georgia,147,0,9,2020-04-06 23:22:15
North America,US,Florida,146,0,2,2020-04-06 23:22:15
Europe,Kosovo,Kosovo,145,23,1,2020-04-06 23:21:55
North America,US,Illinois,144,0,3,2020-04-06 23:22:15
North America,US,Florida,144,0,3,2020-04-06 23:22:15
North America,US,Michigan,143,0,2,2020-04-06 23:22:15
North America,US,Alabama,143,0,6,2020-04-06 23:22:15
North America,US,Washington,141,0,5,2020-04-06 23:22:15
North America,US,California,141,0,7,2020-04-06 23:22:15
North America,US,Alabama,141,0,2,2020-04-06 23:22:15
North America,US,South Dakota,140,0,1,2020-04-06 23:22:15
North America,US,Michigan,139,0,2,2020-04-06 23:22:15
North America,US,Louisiana,139,0,3,2020-04-06 23:22:15
Europe,UK,Isle of Man,139,55,1,2020-04-06 23:21:55
North America,US,Maryland,138,0,4,2020-04-06 23:22:15
North America,US,New York,138,0,7,2020-04-06 23:22:15
North America,US,Mississippi,136,0,1,2020-04-06 23:22:15
North America,US,Louisiana,136,0,6,2020-04-06 23:22:15
North America,US,Florida,136,0,1,2020-04-06 23:22:15
North America,US,Connecticut,135,0,7,2020-04-06 23:22:15
Asia,Brunei,Brunei,135,82,1,2020-04-06 23:21:55
North America,US,California,135,0,6,2020-04-06 23:22:15
North America,US,Georgia,133,0,5,2020-04-06 23:22:15
North America,US,Texas,132,0,0,2020-04-06 23:22:15
North America,US,New Jersey,132,0,1,2020-04-06 23:22:15
North America,US,Pennsylvania,132,0,1,2020-04-06 23:22:15
North America,US,Florida,131,0,0,2020-04-06 23:22:15
North America,US,Georgia,131,0,0,2020-04-06 23:22:15
North America,US,Maryland,129,0,2,2020-04-06 23:22:15
North America,US,Delaware,128,0,3,2020-04-06 23:22:15
North America,US,New Mexico,128,0,0,2020-04-06 23:22:15
Africa,Guinea,Guinea,128,5,0,2020-04-06 23:21:55
North America,US,Pennsylvania,125,0,2,2020-04-06 23:22:15
North America,US,Iowa,125,0,4,2020-04-06 23:22:15
North America,US,Kansas,124,0,1,2020-04-06 23:22:15
North America,US,Pennsylvania,124,0,0,2020-04-06 23:22:15
North America,US,South Carolina,124,0,3,2020-04-06 23:22:15
Asia,Bangladesh,Bangladesh,123,33,12,2020-04-06 23:21:55
North America,US,Texas,122,0,6,2020-04-06 23:22:15
North America,US,Kentucky,122,0,7,2020-04-06 23:22:15
North America,US,New York,120,0,0,2020-04-06 23:22:15
North America,US,Tennessee,119,0,3,2020-04-06 23:22:15
North America,US,Iowa,118,0,1,2020-04-06 23:22:15
North America,US,Virginia,118,0,2,2020-04-06 23:22:15
North America,US,Ohio,117,0,3,2020-04-06 23:22:15
North America,US,Michigan,117,0,0,2020-04-06 23:22:15
North America,US,Montana,116,0,0,2020-04-06 23:22:15
Asia,Cambodia,Cambodia,114,53,0,2020-04-06 23:21:55
North America,US,New Mexico,114,0,2,2020-04-06 23:22:15
South America,Paraguay,Paraguay,113,12,5,2020-04-06 23:21:55
North America,US,Guam,113,0,4,2020-04-06 23:22:15
North America,US,Alabama,113,0,3,2020-04-06 23:22:15
North America,US,Indiana,112,0,1,2020-04-06 23:22:15
North America,US,California,111,0,2,2020-04-06 23:22:15
North America,US,Michigan,110,0,3,2020-04-06 23:22:15
North America,US,Florida,110,0,2,2020-04-06 23:22:15
North America,US,Louisiana,110,0,4,2020-04-06 23:22:15
North America,US,Ohio,109,0,7,2020-04-06 23:22:15
North America,US,Ohio,109,0,2,2020-04-06 23:22:15
Europe,UK,Gibraltar,109,52,0,2020-04-06 23:21:55
North America,US,Maine,108,0,1,2020-04-06 23:22:15
North America,US,Virginia,108,0,0,2020-04-06 23:22:15
North America,US,California,108,0,1,2020-04-06 23:22:15
North America,US,Massachusetts,107,0,13,2020-04-06 23:22:15
North America,US,California,106,0,3,2020-04-06 23:22:15
North America,US,Arizona,106,0,0,2020-04-06 23:22:15
South America,Trinidad and Tobago,Trinidad and Tobago,105,1,8,2020-04-06 23:21:55
Africa,Rwanda,Rwanda,105,4,0,2020-04-06 23:21:55
North America,US,Virginia,105,0,0,2020-04-06 23:22:15
North America,US,Georgia,104,0,3,2020-04-06 23:22:15
North America,US,Wisconsin,104,0,1,2020-04-06 23:22:15
North America,US,Florida,104,0,2,2020-04-06 23:22:15
North America,US,Washington,104,0,0,2020-04-06 23:22:15
North America,US,North Carolina,104,0,5,2020-04-06 23:22:15
North America,US,Grand Princess,103,0,3,2020-04-06 23:22:15
North America,Canada,New Brunswick,103,0,0,2020-04-06 23:28:19
North America,US,Pennsylvania,103,0,0,2020-04-06 23:22:15
North America,US,Connecticut,103,0,13,2020-04-06 23:22:15
North America,US,Michigan,103,0,4,2020-04-06 23:22:15
North America,US,Ohio,102,0,8,2020-04-06 23:22:15
North America,US,Georgia,102,0,5,2020-04-06 23:22:15
