continentName,countryName,stateName,confirmedCount,curedCount,deadCount,updateTime
North America,US,Missouri,3,0,0,2020-04-01 21:58:49
North America,US,Michigan,3,0,0,2020-04-01 21:58:49
North America,US,Texas,3,0,0,2020-04-01 21:58:49
North America,US,Georgia,3,0,1,2020-04-01 21:58:49
North America,US,Alabama,3,0,0,2020-04-01 21:58:49
North America,US,Indiana,3,0,0,2020-04-01 21:58:49
North America,US,Virginia,3,0,0,2020-04-01 21:58:49
North America,US,Mississippi,3,0,0,2020-04-01 21:58:49
North America,US,Texas,3,0,0,2020-04-01 21:58:49
North America,US,Indiana,3,0,0,2020-04-01 21:58:49
North America,US,Washington,3,0,0,2020-04-01 21:58:49
North America,US,Tennessee,3,0,0,2020-04-01 21:58:49
North America,US,New Mexico,3,0,0,2020-04-01 21:58:49
North America,US,Iowa,3,0,0,2020-04-01 21:58:49
North America,US,Montana,3,0,0,2020-04-01 21:58:49
North America,US,Georgia,3,0,0,2020-04-01 21:58:49
North America,US,Texas,3,0,0,2020-04-01 21:58:49
North America,US,Florida,3,0,0,2020-04-01 21:58:49
North America,US,Oregon,3,0,0,2020-04-01 21:58:49
North America,US,Illinois,3,0,0,2020-04-01 21:58:49
North America,US,Kansas,3,0,0,2020-04-01 21:58:49
North America,US,Missouri,3,0,0,2020-04-01 21:58:49
North America,US,Georgia,3,0,0,2020-04-01 21:58:49
North America,US,Wisconsin,3,0,0,2020-04-01 21:58:49
North America,US,Alabama,3,0,0,2020-04-01 21:58:49
North America,US,Iowa,3,0,0,2020-04-01 21:58:49
North America,US,Ohio,3,0,1,2020-04-01 21:58:49
North America,US,Nebraska,3,0,0,2020-04-01 21:58:49
North America,US,Tennessee,3,0,0,2020-04-01 21:58:49
North America,US,Texas,3,0,0,2020-04-01 21:58:49
North America,US,Mississippi,3,0,0,2020-04-01 21:58:49
North America,US,Arizona,3,0,0,2020-04-01 21:58:49
North America,US,Ohio,3,0,0,2020-04-01 21:58:49
North America,US,North Carolina,3,0,0,2020-04-01 21:58:49
North America,US,North Carolina,3,0,0,2020-04-01 21:58:49
North America,US,Texas,3,0,0,2020-04-01 21:58:49
North America,US,Wyoming,3,0,0,2020-04-01 21:58:49
North America,US,Idaho,3,0,0,2020-04-01 21:58:49
North America,US,Missouri,3,0,0,2020-04-01 21:58:49
North America,US,Indiana,3,0,0,2020-04-01 21:58:49
North America,US,Colorado,3,0,0,2020-04-01 21:58:49
North America,US,Illinois,3,0,0,2020-04-01 21:58:49
North America,US,Illinois,3,0,0,2020-04-01 21:58:49
North America,US,Georgia,3,0,0,2020-04-01 21:58:49
North America,US,Missouri,3,0,0,2020-04-01 21:58:49
North America,US,Virginia,3,0,0,2020-04-01 21:58:49
North America,US,Texas,3,0,0,2020-04-01 21:58:49
North America,US,Wisconsin,3,0,0,2020-04-01 21:58:49
North America,US,Idaho,3,0,0,2020-04-01 21:58:49
North America,US,Georgia,3,0,0,2020-04-01 21:58:49
North America,US,Mississippi,3,0,0,2020-04-01 21:58:49
North America,US,Pennsylvania,3,0,0,2020-04-01 21:58:49
North America,US,New Mexico,3,0,0,2020-04-01 21:58:49
North America,US,Pennsylvania,3,0,1,2020-04-01 21:58:49
North America,US,Maryland,3,0,0,2020-04-01 21:58:49
North America,US,Tennessee,3,0,0,2020-04-01 21:58:49
North America,US,California,3,0,0,2020-04-01 21:58:49
North America,US,Pennsylvania,3,0,0,2020-04-01 21:58:49
North America,US,Louisiana,3,0,0,2020-04-01 21:58:49
North America,US,Indiana,3,0,0,2020-04-01 21:58:49
North America,US,Texas,3,0,0,2020-04-01 21:58:49
North America,US,North Carolina,3,0,0,2020-04-01 21:58:49
North America,US,Kansas,3,0,0,2020-04-01 21:58:49
North America,US,Illinois,3,0,0,2020-04-01 21:58:49
North America,US,Iowa,3,0,0,2020-04-01 21:58:49
North America,US,New Mexico,3,0,0,2020-04-01 21:58:49
North America,US,Wyoming,3,0,0,2020-04-01 21:58:49
North America,US,Tennessee,3,0,0,2020-04-01 21:58:49
North America,US,Texas,3,0,0,2020-04-01 21:58:49
North America,US,Indiana,3,0,0,2020-04-01 21:58:49
North America,US,South Carolina,3,0,0,2020-04-01 21:58:49
North America,US,North Dakota,3,0,0,2020-04-01 21:58:49
North America,US,Alabama,3,0,0,2020-04-01 21:58:49
North America,US,Montana,3,0,0,2020-04-01 21:58:49
North America,US,Michigan,3,0,0,2020-04-01 21:58:49
North America,US,Indiana,3,0,0,2020-04-01 21:58:49
North America,US,Georgia,3,0,0,2020-04-01 21:58:49
North America,US,Mississippi,3,0,0,2020-04-01 21:58:49
Africa,Central African Republic,Central African Republic,3,0,0,2020-04-01 21:58:34
North America,US,Alabama,3,0,0,2020-04-01 21:58:49
North America,US,Minnesota,3,0,0,2020-04-01 21:58:49
North America,US,Kansas,3,0,0,2020-04-01 21:58:49
North America,US,South Carolina,3,0,0,2020-04-01 21:58:49
North America,US,Tennessee,3,0,0,2020-04-01 21:58:49
North America,US,Minnesota,3,0,0,2020-04-01 21:58:49
North America,US,Oregon,3,0,0,2020-04-01 21:58:49
North America,US,North Carolina,3,0,0,2020-04-01 21:58:49
North America,US,South Dakota,3,0,0,2020-04-01 21:58:49
North America,US,Louisiana,3,0,1,2020-04-01 21:58:49
North America,US,Texas,3,0,0,2020-04-01 21:58:49
North America,Belize,Belize,3,0,0,2020-04-01 21:58:34
North America,US,Florida,3,0,0,2020-04-01 21:58:49
Europe,UK,British Virgin Islands,3,0,0,2020-04-01 21:58:34
North America,US,Illinois,3,0,1,2020-04-01 21:58:49
North America,US,Texas,3,0,0,2020-04-01 21:58:49
North America,US,Colorado,3,0,0,2020-04-01 21:58:49
North America,US,Georgia,3,0,0,2020-04-01 21:58:49
North America,US,Wisconsin,3,0,0,2020-04-01 21:58:49
North America,US,Florida,3,0,2,2020-04-01 21:58:49
North America,US,Oklahoma,3,0,0,2020-04-01 21:58:49
North America,US,Vermont,3,0,0,2020-04-01 21:58:49
North America,US,North Carolina,3,0,0,2020-04-01 21:58:49
North America,US,Tennessee,3,0,0,2020-04-01 21:58:49
North America,US,Pennsylvania,3,0,0,2020-04-01 21:58:49
North America,US,Florida,3,0,1,2020-04-01 21:58:49
North America,US,California,3,0,0,2020-04-01 21:58:49
North America,US,South Carolina,3,0,0,2020-04-01 21:58:49
North America,US,Mississippi,3,0,0,2020-04-01 21:58:49
North America,US,Tennessee,3,0,0,2020-04-01 21:58:49
North America,US,Tennessee,3,0,0,2020-04-01 21:58:49
North America,US,Texas,3,0,0,2020-04-01 21:58:49
North America,US,Arkansas,3,0,0,2020-04-01 21:58:49
North America,US,Nebraska,3,0,0,2020-04-01 21:58:49
North America,US,Michigan,3,0,0,2020-04-01 21:58:49
North America,US,West Virginia,3,0,0,2020-04-01 21:58:49
North America,US,Alabama,3,0,0,2020-04-01 21:58:49
North America,US,Wisconsin,3,0,0,2020-04-01 21:58:49
North America,US,Maryland,3,0,0,2020-04-01 21:58:49
North America,US,Mississippi,3,0,0,2020-04-01 21:58:49
North America,US,Texas,3,0,0,2020-04-01 21:58:49
North America,US,Kentucky,3,0,0,2020-04-01 21:58:49
North America,US,Louisiana,3,0,0,2020-04-01 21:58:49
North America,US,Indiana,3,0,0,2020-04-01 21:58:49
North America,US,Pennsylvania,3,0,0,2020-04-01 21:58:49
North America,US,North Carolina,3,0,0,2020-04-01 21:58:49
North America,US,Kentucky,3,0,0,2020-04-01 21:58:49
North America,US,South Carolina,3,0,1,2020-04-01 21:58:49
North America,US,Idaho,3,0,0,2020-04-01 21:58:49
North America,US,Ohio,3,0,0,2020-04-01 21:58:49
North America,US,Virginia,3,0,0,2020-04-01 21:58:49
North America,US,Alabama,3,0,1,2020-04-01 21:58:49
North America,US,Minnesota,3,0,0,2020-04-01 21:58:49
North America,US,Virginia,3,0,0,2020-04-01 21:58:49
North America,US,Alabama,3,0,0,2020-04-01 21:58:49
North America,US,Mississippi,3,0,0,2020-04-01 21:58:49
North America,US,Oregon,3,0,0,2020-04-01 21:58:49
North America,US,Virginia,3,0,0,2020-04-01 21:58:49
North America,US,Virginia,3,0,0,2020-04-01 21:58:49
North America,US,Colorado,3,0,0,2020-04-01 21:58:49
North America,US,West Virginia,3,0,0,2020-04-01 21:58:49
North America,US,Colorado,3,0,0,2020-04-01 21:58:49
North America,US,Louisiana,3,0,0,2020-04-01 21:58:49
North America,US,Texas,3,0,0,2020-04-01 21:58:49
North America,US,Michigan,3,0,1,2020-04-01 21:58:49
North America,US,Illinois,3,0,0,2020-04-01 21:58:49
North America,US,Indiana,3,0,0,2020-04-01 21:58:49
North America,US,Nebraska,3,0,0,2020-04-01 21:58:49
North America,US,Texas,3,0,0,2020-04-01 21:58:49
North America,US,Tennessee,3,0,0,2020-04-01 21:58:49
North America,US,Virginia,3,0,0,2020-04-01 21:58:49
North America,US,North Carolina,3,0,0,2020-04-01 21:58:49
North America,US,West Virginia,3,0,0,2020-04-01 21:58:49
North America,US,Kentucky,3,0,0,2020-04-01 21:58:49
North America,US,Alaska,3,0,0,2020-04-01 21:58:49
North America,US,Georgia,3,0,1,2020-04-01 21:58:49
North America,US,Montana,3,0,0,2020-04-01 21:58:49
North America,US,Indiana,3,0,0,2020-04-01 21:58:49
North America,US,Mississippi,3,0,0,2020-04-01 21:58:49
North America,US,Kansas,3,0,0,2020-04-01 21:58:49
North America,US,West Virginia,3,0,0,2020-04-01 21:58:49
North America,US,Missouri,3,0,0,2020-04-01 21:58:49
North America,US,Georgia,3,0,0,2020-04-01 21:58:49
North America,US,Virginia,3,0,0,2020-04-01 21:58:49
North America,US,North Carolina,3,0,0,2020-04-01 21:58:49
North America,US,Indiana,3,0,0,2020-04-01 21:58:49
North America,US,Wisconsin,3,0,0,2020-04-01 21:58:49
North America,US,Minnesota,3,0,0,2020-04-01 21:58:49
North America,US,North Dakota,3,0,0,2020-04-01 21:58:49
North America,US,Indiana,3,0,0,2020-04-01 21:58:49
North America,US,Indiana,3,0,0,2020-04-01 21:58:49
North America,US,West Virginia,3,0,0,2020-04-01 21:58:49
North America,US,Kentucky,3,0,0,2020-04-01 21:58:49
North America,US,Texas,3,0,0,2020-04-01 21:58:49
North America,US,Ohio,3,0,0,2020-04-01 21:58:49
North America,US,Louisiana,2,0,0,2020-04-01 21:58:49
North America,US,Virginia,2,0,0,2020-04-01 21:58:49
North America,US,Georgia,2,0,0,2020-04-01 21:58:49
North America,US,Wisconsin,2,0,0,2020-04-01 21:58:49
North America,US,Idaho,2,0,0,2020-04-01 21:58:49
North America,US,North Dakota,2,0,0,2020-04-01 21:58:49
North America,US,Nebraska,2,0,0,2020-04-01 21:58:49
North America,US,Georgia,2,0,0,2020-04-01 21:58:49
North America,US,Virginia,2,0,0,2020-04-01 21:58:49
North America,US,Virginia,2,0,0,2020-04-01 21:58:49
North America,US,Kansas,2,0,0,2020-04-01 21:58:49
North America,US,South Dakota,2,0,0,2020-04-01 21:58:49
North America,US,Missouri,2,0,0,2020-04-01 21:58:49
North America,US,Virginia,2,0,0,2020-04-01 21:58:49
North America,US,Ohio,2,0,0,2020-04-01 21:58:49
North America,US,Missouri,2,0,0,2020-04-01 21:58:49
North America,US,Wisconsin,2,0,0,2020-04-01 21:58:49
North America,US,Kentucky,2,0,0,2020-04-01 21:58:49
North America,US,Arizona,2,0,0,2020-04-01 21:58:49
North America,US,Washington,2,0,0,2020-04-01 21:58:49
North America,US,Missouri,2,0,0,2020-04-01 21:58:49
North America,US,Georgia,2,0,0,2020-04-01 21:58:49
North America,US,Michigan,2,0,1,2020-04-01 21:58:49
North America,US,Georgia,2,0,0,2020-04-01 21:58:49
North America,US,Pennsylvania,2,0,0,2020-04-01 21:58:49
North America,US,Michigan,2,0,0,2020-04-01 21:58:49
North America,US,Missouri,2,0,0,2020-04-01 21:58:49
North America,US,Texas,2,0,0,2020-04-01 21:58:49
North America,US,Alabama,2,0,0,2020-04-01 21:58:49
North America,US,Mississippi,2,0,0,2020-04-01 21:58:49
North America,US,Texas,2,0,0,2020-04-01 21:58:49
North America,US,Kentucky,2,0,0,2020-04-01 21:58:49
North America,US,Kentucky,2,0,0,2020-04-01 21:58:49
North America,US,South Carolina,2,0,0,2020-04-01 21:58:49
North America,US,Virginia,2,0,0,2020-04-01 21:58:49
North America,US,West Virginia,2,0,0,2020-04-01 21:58:49
North America,US,Ohio,2,0,0,2020-04-01 21:58:49
North America,US,Georgia,2,0,0,2020-04-01 21:58:49
North America,US,South Carolina,2,0,1,2020-04-01 21:58:49
North America,US,New York,2,0,0,2020-04-01 21:58:49
North America,US,Minnesota,2,0,0,2020-04-01 21:58:49
North America,US,Louisiana,2,0,0,2020-04-01 21:58:49
North America,US,Wisconsin,2,0,0,2020-04-01 21:58:49
North America,US,Georgia,2,0,0,2020-04-01 21:58:49
North America,US,Tennessee,2,0,0,2020-04-01 21:58:49
North America,US,Wisconsin,2,0,0,2020-04-01 21:58:49
North America,US,Pennsylvania,2,0,0,2020-04-01 21:58:49
North America,US,Idaho,2,0,0,2020-04-01 21:58:49
North America,US,Georgia,2,0,0,2020-04-01 21:58:49
North America,US,Kansas,2,0,0,2020-04-01 21:58:49
North America,US,Tennessee,2,0,0,2020-04-01 21:58:49
North America,US,Iowa,2,0,0,2020-04-01 21:58:49
North America,US,California,2,0,0,2020-04-01 21:58:49
North America,US,Oklahoma,2,0,0,2020-04-01 21:58:49
North America,US,Virginia,2,0,0,2020-04-01 21:58:49
North America,US,Minnesota,2,0,0,2020-04-01 21:58:49
North America,US,Idaho,2,0,0,2020-04-01 21:58:49
North America,US,Georgia,2,0,0,2020-04-01 21:58:49
North America,US,Oklahoma,2,0,1,2020-04-01 21:58:49
North America,US,Illinois,2,0,0,2020-04-01 21:58:49
North America,US,Indiana,2,0,0,2020-04-01 21:58:49
Africa,Burundi,Burundi,2,0,0,2020-04-01 21:58:34
North America,US,Kentucky,2,0,0,2020-04-01 21:58:49
North America,US,Mississippi,2,0,0,2020-04-01 21:58:49
North America,US,Virginia,2,0,0,2020-04-01 21:58:49
North America,US,California,2,0,0,2020-04-01 21:58:49
North America,US,Tennessee,2,0,0,2020-04-01 21:58:49
North America,US,Iowa,2,0,0,2020-04-01 21:58:49
North America,US,Virginia,2,0,0,2020-04-01 21:58:49
North America,US,Michigan,2,0,0,2020-04-01 21:58:49
North America,US,West Virginia,2,0,0,2020-04-01 21:58:49
North America,US,West Virginia,2,0,0,2020-04-01 21:58:49
North America,US,Nebraska,2,0,0,2020-04-01 21:58:49
North America,US,Indiana,2,0,0,2020-04-01 21:58:49
North America,US,Ohio,2,0,0,2020-04-01 21:58:49
North America,US,Missouri,2,0,0,2020-04-01 21:58:49
North America,US,Kentucky,2,0,0,2020-04-01 21:58:49
North America,US,Texas,2,0,0,2020-04-01 21:58:49
North America,US,Michigan,2,0,0,2020-04-01 21:58:49
North America,US,Virginia,2,0,0,2020-04-01 21:58:49
North America,US,Oklahoma,2,0,0,2020-04-01 21:58:49
North America,US,North Dakota,2,0,0,2020-04-01 21:58:49
North America,US,North Carolina,2,0,0,2020-04-01 21:58:49
North America,US,Kentucky,2,0,0,2020-04-01 21:58:49
North America,US,Kentucky,2,0,0,2020-04-01 21:58:49
North America,US,Missouri,2,0,0,2020-04-01 21:58:49
North America,US,Wisconsin,2,0,1,2020-04-01 21:58:49
North America,US,Indiana,2,0,0,2020-04-01 21:58:49
North America,US,Tennessee,2,0,0,2020-04-01 21:58:49
North America,US,Kansas,2,0,0,2020-04-01 21:58:49
North America,US,Arkansas,2,0,0,2020-04-01 21:58:49
North America,US,Alabama,2,0,0,2020-04-01 21:58:49
North America,US,Alabama,2,0,0,2020-04-01 21:58:49
North America,US,North Carolina,2,0,0,2020-04-01 21:58:49
North America,US,South Dakota,2,0,0,2020-04-01 21:58:49
North America,US,Indiana,2,0,0,2020-04-01 21:58:49
North America,US,Colorado,2,0,0,2020-04-01 21:58:49
North America,US,Texas,2,0,0,2020-04-01 21:58:49
North America,US,West Virginia,2,0,0,2020-04-01 21:58:49
North America,US,Texas,2,0,0,2020-04-01 21:58:49
North America,US,Georgia,2,0,0,2020-04-01 21:58:49
North America,US,Wisconsin,2,0,0,2020-04-01 21:58:49
North America,US,North Carolina,2,0,1,2020-04-01 21:58:49
North America,US,Georgia,2,0,0,2020-04-01 21:58:49
North America,US,Texas,2,0,0,2020-04-01 21:58:49
North America,US,Iowa,2,0,0,2020-04-01 21:58:49
North America,US,Oklahoma,2,0,0,2020-04-01 21:58:49
North America,US,Iowa,2,0,0,2020-04-01 21:58:49
North America,US,Minnesota,2,0,0,2020-04-01 21:58:49
North America,US,Virginia,2,0,0,2020-04-01 21:58:49
North America,US,Kentucky,2,0,0,2020-04-01 21:58:49
North America,US,Indiana,2,0,1,2020-04-01 21:58:49
North America,US,Colorado,2,0,0,2020-04-01 21:58:49
North America,US,New York,2,0,0,2020-04-01 21:58:49
North America,US,Ohio,2,0,0,2020-04-01 21:58:49
North America,US,Alabama,2,0,0,2020-04-01 21:58:49
North America,Canada,Northwest Territories,2,0,0,2020-04-01 22:04:44
North America,US,Georgia,2,0,0,2020-04-01 21:58:49
North America,US,Maine,2,0,0,2020-04-01 21:58:49
North America,US,Kansas,2,0,0,2020-04-01 21:58:49
North America,US,Kentucky,2,0,0,2020-04-01 21:58:49
North America,US,Tennessee,2,0,0,2020-04-01 21:58:49
North America,US,New Mexico,2,0,0,2020-04-01 21:58:49
North America,US,Pennsylvania,2,0,0,2020-04-01 21:58:49
North America,US,Missouri,2,0,0,2020-04-01 21:58:49
North America,US,Arkansas,2,0,0,2020-04-01 21:58:49
North America,US,Wyoming,2,0,0,2020-04-01 21:58:49
North America,US,Texas,2,0,1,2020-04-01 21:58:49
North America,US,Ohio,2,0,0,2020-04-01 21:58:49
North America,US,Minnesota,2,0,0,2020-04-01 21:58:49
North America,US,Iowa,2,0,0,2020-04-01 21:58:49
North America,US,Wisconsin,2,0,0,2020-04-01 21:58:49
North America,US,Illinois,2,0,0,2020-04-01 21:58:49
North America,US,Missouri,2,0,0,2020-04-01 21:58:49
North America,US,Minnesota,2,0,0,2020-04-01 21:58:49
North America,US,Colorado,2,0,0,2020-04-01 21:58:49
North America,US,North Carolina,2,0,0,2020-04-01 21:58:49
Europe,UK,Anguilla,2,0,0,2020-04-01 21:58:34
North America,US,Illinois,2,0,0,2020-04-01 21:58:49
North America,US,Iowa,2,0,0,2020-04-01 21:58:49
North America,US,Wyoming,2,0,0,2020-04-01 21:58:49
North America,US,Texas,2,0,0,2020-04-01 21:58:49
North America,US,Texas,2,0,0,2020-04-01 21:58:49
North America,US,North Dakota,2,0,0,2020-04-01 21:58:49
North America,US,North Carolina,2,0,0,2020-04-01 21:58:49
North America,US,Tennessee,2,0,0,2020-04-01 21:58:49
North America,US,Minnesota,2,0,0,2020-04-01 21:58:49
North America,US,Maine,2,0,0,2020-04-01 21:58:49
North America,US,Ohio,2,0,0,2020-04-01 21:58:49
North America,US,Mississippi,2,0,0,2020-04-01 21:58:49
North America,US,Illinois,2,0,0,2020-04-01 21:58:49
North America,US,Georgia,2,0,0,2020-04-01 21:58:49
North America,US,Idaho,2,0,0,2020-04-01 21:58:49
North America,US,Arkansas,2,0,0,2020-04-01 21:58:49
North America,US,Virginia,2,0,0,2020-04-01 21:58:49
North America,US,Georgia,2,0,0,2020-04-01 21:58:49
North America,US,Colorado,2,0,0,2020-04-01 21:58:49
North America,US,New Mexico,2,0,0,2020-04-01 21:58:49
North America,US,Wisconsin,2,0,0,2020-04-01 21:58:49
North America,US,Tennessee,2,0,0,2020-04-01 21:58:49
North America,US,Ohio,2,0,0,2020-04-01 21:58:49
North America,US,Oklahoma,2,0,0,2020-04-01 21:58:49
North America,US,Virginia,2,0,0,2020-04-01 21:58:49
North America,US,California,2,0,0,2020-04-01 21:58:49
North America,US,Illinois,2,0,0,2020-04-01 21:58:49
North America,US,Illinois,2,0,0,2020-04-01 21:58:49
North America,US,Illinois,2,0,0,2020-04-01 21:58:49
North America,US,Texas,2,0,0,2020-04-01 21:58:49
North America,US,Idaho,2,0,0,2020-04-01 21:58:49
North America,US,Minnesota,2,0,0,2020-04-01 21:58:49
North America,US,Florida,2,0,0,2020-04-01 21:58:49
North America,US,Missouri,2,0,0,2020-04-01 21:58:49
North America,US,Wisconsin,2,0,0,2020-04-01 21:58:49
North America,US,Texas,2,0,0,2020-04-01 21:58:49
Africa,Sierra Leone,Sierra Leone,2,0,0,2020-04-01 21:58:34
North America,US,Texas,2,0,0,2020-04-01 21:58:49
North America,US,Michigan,2,0,0,2020-04-01 21:58:49
North America,US,Iowa,2,0,0,2020-04-01 21:58:49
North America,US,Tennessee,2,0,0,2020-04-01 21:58:49
North America,US,Kentucky,2,0,1,2020-04-01 21:58:49
North America,US,Michigan,2,0,0,2020-04-01 21:58:49
North America,US,Georgia,2,0,0,2020-04-01 21:58:49
North America,US,Tennessee,2,0,0,2020-04-01 21:58:49
North America,US,Kentucky,2,0,0,2020-04-01 21:58:49
North America,US,Tennessee,2,0,0,2020-04-01 21:58:49
North America,US,Michigan,2,0,0,2020-04-01 21:58:49
North America,US,Nebraska,2,0,0,2020-04-01 21:58:49
North America,US,Missouri,2,0,0,2020-04-01 21:58:49
North America,US,Idaho,2,0,0,2020-04-01 21:58:49
North America,US,Georgia,2,0,0,2020-04-01 21:58:49
North America,US,Montana,2,0,0,2020-04-01 21:58:49
North America,US,Missouri,2,0,0,2020-04-01 21:58:49
North America,US,Oklahoma,2,0,0,2020-04-01 21:58:49
North America,US,West Virginia,2,0,0,2020-04-01 21:58:49
North America,US,Virginia,2,0,0,2020-04-01 21:58:49
North America,US,Mississippi,2,0,0,2020-04-01 21:58:49
North America,US,Georgia,2,0,0,2020-04-01 21:58:49
North America,US,South Carolina,2,0,0,2020-04-01 21:58:49
North America,US,Texas,2,0,0,2020-04-01 21:58:49
North America,US,Pennsylvania,2,0,0,2020-04-01 21:58:49
North America,US,North Dakota,2,0,0,2020-04-01 21:58:49
North America,US,New York,2,0,0,2020-04-01 21:58:49
North America,US,Minnesota,2,0,0,2020-04-01 21:58:49
North America,US,Georgia,2,0,0,2020-04-01 21:58:49
North America,US,New York,2,0,0,2020-04-01 21:58:49
North America,US,Minnesota,2,0,0,2020-04-01 21:58:49
North America,US,Kentucky,2,0,1,2020-04-01 21:58:49
North America,US,Tennessee,2,0,0,2020-04-01 21:58:49
North America,US,Illinois,2,0,0,2020-04-01 21:58:49
North America,US,Arizona,2,0,0,2020-04-01 21:58:49
North America,US,Indiana,2,0,0,2020-04-01 21:58:49
North America,US,South Dakota,2,0,0,2020-04-01 21:58:49
North America,US,Minnesota,2,0,0,2020-04-01 21:58:49
North America,US,Ohio,2,0,1,2020-04-01 21:58:49
North America,US,Mississippi,2,0,0,2020-04-01 21:58:49
North America,US,Louisiana,2,0,0,2020-04-01 21:58:49
North America,US,North Carolina,2,0,0,2020-04-01 21:58:49
North America,US,South Dakota,2,0,0,2020-04-01 21:58:49
North America,US,Alabama,2,0,0,2020-04-01 21:58:49
North America,US,Ohio,2,0,0,2020-04-01 21:58:49
North America,US,Texas,2,0,1,2020-04-01 21:58:49
North America,US,North Carolina,2,0,0,2020-04-01 21:58:49
North America,US,Texas,2,0,0,2020-04-01 21:58:49
North America,US,Iowa,2,0,0,2020-04-01 21:58:49
North America,US,North Carolina,2,0,0,2020-04-01 21:58:49
North America,US,Tennessee,2,0,0,2020-04-01 21:58:49
North America,US,Virginia,2,0,0,2020-04-01 21:58:49
North America,US,Pennsylvania,2,0,0,2020-04-01 21:58:49
North America,US,Virginia,2,0,0,2020-04-01 21:58:49
North America,US,Missouri,2,0,0,2020-04-01 21:58:49
North America,US,Texas,2,0,0,2020-04-01 21:58:49
North America,US,Oregon,2,0,0,2020-04-01 21:58:49
North America,US,Oklahoma,2,0,1,2020-04-01 21:58:49
North America,US,Michigan,2,0,0,2020-04-01 21:58:49
North America,US,Kentucky,2,0,0,2020-04-01 21:58:49
North America,US,Florida,2,0,0,2020-04-01 21:58:49
North America,US,Missouri,2,0,0,2020-04-01 21:58:49
North America,US,Texas,2,0,0,2020-04-01 21:58:49
North America,US,Indiana,2,0,0,2020-04-01 21:58:49
North America,US,Kentucky,2,0,0,2020-04-01 21:58:49
North America,US,New York,2,0,0,2020-04-01 21:58:49
North America,US,Tennessee,2,0,0,2020-04-01 21:58:49
North America,US,South Carolina,2,0,0,2020-04-01 21:58:49
North America,US,Tennessee,2,0,0,2020-04-01 21:58:49
North America,US,Kentucky,2,0,0,2020-04-01 21:58:49
North America,US,Michigan,2,0,0,2020-04-01 21:58:49
North America,US,Georgia,2,0,0,2020-04-01 21:58:49
North America,US,North Carolina,2,0,0,2020-04-01 21:58:49
North America,US,Missouri,2,0,0,2020-04-01 21:58:49
North America,US,North Carolina,2,0,0,2020-04-01 21:58:49
North America,US,Idaho,2,0,0,2020-04-01 21:58:49
North America,US,South Dakota,2,0,0,2020-04-01 21:58:49
North America,US,Nebraska,2,0,0,2020-04-01 21:58:49
North America,US,Kentucky,2,0,0,2020-04-01 21:58:49
North America,US,Kentucky,2,0,0,2020-04-01 21:58:49
North America,US,Texas,2,0,0,2020-04-01 21:58:49
North America,US,Indiana,2,0,0,2020-04-01 21:58:49
North America,US,North Carolina,2,0,0,2020-04-01 21:58:49
North America,US,South Dakota,2,0,0,2020-04-01 21:58:49
North America,US,Georgia,2,0,0,2020-04-01 21:58:49
North America,US,Wisconsin,1,0,0,2020-04-01 21:58:49
North America,US,Texas,1,0,0,2020-04-01 21:58:49
North America,US,Michigan,1,0,0,2020-04-01 21:58:49
North America,US,Arkansas,1,0,0,2020-04-01 21:58:49
North America,US,Colorado,1,0,0,2020-04-01 21:58:49
North America,US,Georgia,1,0,0,2020-04-01 21:58:49
North America,US,Kansas,1,0,0,2020-04-01 21:58:49
North America,US,Missouri,1,0,0,2020-04-01 21:58:49
North America,US,Arkansas,1,0,1,2020-04-01 21:58:49
North America,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,1,1,0,2020-04-01 21:58:34
North America,US,Iowa,1,0,0,2020-04-01 21:58:49
North America,US,California,1,0,0,2020-04-01 21:58:49
North America,US,Texas,1,0,0,2020-04-01 21:58:49
North America,US,Missouri,1,0,0,2020-04-01 21:58:49
North America,US,Washington,1,0,0,2020-04-01 21:58:49
North America,US,Oregon,1,0,0,2020-04-01 21:58:49
North America,US,Colorado,1,0,0,2020-04-01 21:58:49
North America,US,Arkansas,1,0,0,2020-04-01 21:58:49
North America,US,Arkansas,1,0,0,2020-04-01 21:58:49
North America,US,Kansas,1,0,0,2020-04-01 21:58:49
North America,US,Michigan,1,0,0,2020-04-01 21:58:49
North America,US,Arkansas,1,0,0,2020-04-01 21:58:49
North America,US,California,1,0,0,2020-04-01 21:58:49
North America,US,South Carolina,1,0,0,2020-04-01 21:58:49
North America,US,Arkansas,1,0,0,2020-04-01 21:58:49
North America,US,Minnesota,1,0,0,2020-04-01 21:58:49
North America,US,Colorado,1,0,1,2020-04-01 21:58:49
North America,US,Virginia,1,0,0,2020-04-01 21:58:49
North America,US,Georgia,1,0,0,2020-04-01 21:58:49
North America,US,Indiana,1,0,0,2020-04-01 21:58:49
North America,US,Colorado,1,0,0,2020-04-01 21:58:49
North America,US,Texas,1,0,0,2020-04-01 21:58:49
North America,US,North Dakota,1,0,0,2020-04-01 21:58:49
North America,US,Indiana,1,0,0,2020-04-01 21:58:49
North America,US,Illinois,1,0,0,2020-04-01 21:58:49
North America,US,Texas,1,0,0,2020-04-01 21:58:49
North America,US,West Virginia,1,0,0,2020-04-01 21:58:49
North America,US,Nebraska,1,0,0,2020-04-01 21:58:49
North America,US,Iowa,1,0,0,2020-04-01 21:58:49
North America,US,North Carolina,1,0,0,2020-04-01 21:58:49
